"live_in_england","first_name","middle_name","last_name","city","address_l1","address_l2","county","postcode","nhs_number","carry_supplies","reference_id","full_dob","session_id","csrf_token","phone_number_calls","phone_number_texts","contact","know_nhs_number","check_answers_seen","nhs_letter","basic_care_needs","dietary_requirements","medical_conditions","essential_supplies","updated_at","referenceid","unixtimestamp","created_at"
"no","Aurthur","Wiegand","McCullough","East Whitwell","8165 Prohaska Common","Pat Bridge",NA,"WV108TW","5027873630","yes","20200430-798539-09F330","2006-08-12","6af8e3e8262c421e8e5a021483f04f86","1a2a76b56cff4f59bcdaa885ba977306","+44(0)5280017223","+44(0)742709617","f@vrka.fyu","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2007-06-03 05:30:55","20200430-798539-09F330","2001-01-15 19:58:12","2008-02-08 07:39:30"
"no","Samara","Schaefer","Abshire","Pode Hole","89311 Dibbert River","Cappie Harbor","Lincolnshire","EN2 0BX","1450678292","yes","20200503-998370-E91D33","2005-12-01","1b426fd0cb0f45b1a847a1b3262af38e","6f0629a7ce0d48a189542db0da8ceec0","+44(0)2504 614321","+44(0)708058614","utgr@tnhkbgv.peh","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1986-02-08 18:55:05","20200503-998370-E91D33","1984-04-03 09:06:52","2017-07-15 12:08:01"
"yes","Monnie","Halvorson-Hane","Tremblay","St James","78637 Jaren Ports Suite 349","Stracke Route","Kent","PE174DH","2900039458","yes","20200423-369049-009A80","2005-12-29","93c2db64b7e942cda4ec1fe60ea3febe","fa66e5ac82d9433aacf2ffa24238c6ea","06219743708","(02726) 22463","wsuedbk@dnzu.uae","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1977-11-06 20:32:37","20200423-369049-009A80","1975-03-06 03:09:32","1994-05-06 07:20:21"
"yes","Doloris","Rock","Daniel","Denshaw","5397 Fritsch Burg","Waters Ville",NA,"LL138DR","9552134160","yes","20200516-783864-7EAF53","2005-07-12","6eb5a8a2c618457592e76e2bd42c8dbc","36014ecb73114afca363882ca30e67aa","02772 589955","0198988804","gekdrx@u.yxz","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1980-03-17 15:07:06","20200516-783864-7EAF53","1993-08-31 05:39:28","1984-05-05 17:53:49"
"no","Welton","Lamont","Rempel","Petersham","378 Treyvon Ville","Gladis Burg","Greater London","EH525QZ","6503272083","no","20200506-874394-25A9EF","2006-01-04","43007267f4f44f4fbc0095ab5ff9c692","aea7b15ef89a457a907fdec67ed2795b","+44(0)0692 87964","0312614434","fzhekmpgx@a.hrg","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1979-03-24 11:57:40","20200506-874394-25A9EF","1985-01-20 04:40:23","2018-02-24 02:10:12"
"yes","Kyle","Lueilwitz","Denesik","Coldmeece","24796 Tisha Grove","Weissnat Plains","Staffordshire","KT228AN","2487122237","yes","20200507-680901-F35370","2006-09-21","7ae43290aaa4473db6ffee5d9d43d25f","0adb92882d9841559c4863589dfe6710","+44(0)5720676186","+44(0)9170 874962","s@vzqmjpx.iom","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1997-04-02 13:08:18","20200507-680901-F35370","1974-12-20 18:45:27","1972-06-04 06:28:42"
"no","Torrance","Vic","West","Frankby","81983 Namon Gateway Apt. 254","Cornie Cape",NA,"DD7 6HT","9835759012","yes","20200514-710141-DDAC5E","2006-10-19","52f15d46e9e04da6884926eca5ee5aa2","af5256d82d6f44588ac4238bb93555b5","01770505245","08684 194995","gjm@s.bkl","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1990-03-13 05:55:17","20200514-710141-DDAC5E","1982-01-06 22:11:32","1976-07-02 23:29:39"
"yes","Lanita","Lowe","Bode","Bridge Green","43790 Ophelia Bridge","Hegmann Ridge","Norfolk","NR2 3NP","7427437528","yes","20200515-669252-71A36E","2006-08-15","4a36f477fb254efb80f090b15c4ad95e","290c3f189cc642639916c279a99b6217","+44(0)5456 71009","0680046592","gorjlsm@zcxudyb.zkf","YES, I KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2008-12-18 14:28:58","20200515-669252-71A36E","1994-01-10 12:37:22","1977-03-07 19:15:27"
"no","Blair","Anona","Lesch","Greenland","8434 Sheyla Plains Apt. 522","Josiephine Mews",NA,"OL4 3EN","1073834097","yes","20200511-339761-A44B79","2005-07-27","c165dec6750d495e8eceb693c475cead","06eb47dd1b7243ae8683d1cf4b77906d","0086373033","+44(0)4213 81063","hvw@dry.acq","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2008-12-01 14:08:12","20200511-339761-A44B79","2007-09-16 14:49:34","1995-02-15 06:32:12"
"yes","Vernal","Crona-Murray","Hane","Styrrup","448 Jaskolski Cliffs","Hoeger Mount","Nottinghamshire","DE137AS","6100807032","no","20200429-582413-B7C081","2006-03-04","3b95278e04a2445ebe0fb8431c572bef","bea034f295d447cf9491136618af0b83","+44(0)2466 43759","(08066) 29023","kaio@v.lfe","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2013-11-15 01:35:20","20200429-582413-B7C081","2003-01-25 00:24:10","1986-10-13 18:51:56"
"no","Allene","Legros","Friesen","Scaws","855 Encarnacion Coves Apt. 813","Schroeder Ridges","Cumbria","BB112AS","7094654689","no","20200430-767174-F8F8F9","2007-05-20","90a80cef455949ada39b2147f22106f0","ca131296582a4310b9feb87287acf533","(02722) 25186","(01657) 32161","fvrt@lcfxh.mji","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1998-09-14 19:32:31","20200430-767174-F8F8F9","1977-11-07 21:36:32","1977-07-29 16:21:28"
"no","Leanna","Turner","Marquardt","Harlyn","418 Boyer Landing","Zieme Fords","Cornwall","SW1Y5EG","7887537729","no","20200512-887876-389389","2006-03-19","05ced21a549d4ffebda0c8031703a334","f8cbf921ba6c4a6093248d4fda998a9b","01387 20686","04066665017","takdivzcpu@vmpn.vez","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1987-06-04 09:50:32","20200512-887876-389389","2011-06-27 03:43:03","2012-04-22 12:26:05"
"no","Kenneth","Legros","Roob","Huncote","59347 Phoenix Fort Suite 367","Welch Expressway","Leicestershire","PO326XN","9379966605","no","20200504-575650-539F27","2005-08-28","3ad44099276f4b4d9be2c2fcb35d6852","e439ffafa2d241fbbf63d4725ef94018","(01050) 94272","01914 716418","aljoz@lr.gtz","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1983-01-19 19:24:58","20200504-575650-539F27","1981-03-05 20:30:20","1998-10-12 00:57:39"
"yes","Ernest","Donnelly","Glover","Granborough","201 Julien Brook Apt. 442","Oney Mews","Buckinghamshire","G14 9HS","8846582585","no","20200509-408606-F42C10","2007-01-13","fa20942767be4a148619722fa1af901b","95bb920560df427d8781e7d63155e76b","+44(0)245519290","(05541) 974417","dhry@cufa.vjy","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1995-11-07 00:50:04","20200509-408606-F42C10","2011-04-03 18:33:03","1982-11-26 13:47:19"
"yes","Kit","Thompson","Farrell","Central Milton Keynes","747 Harris Crest Apt. 143","Reinger Wells","Milton Keynes","CM179RA","4954434664","yes","20200516-984092-C45ABF","2006-10-13","4e4cc95174dc4249bb7f72f8920b2f87","71d283c6eafe4ee4b8596d6100cda0ef","+44(0)9477892177","0864182217","lcd@l.fjd","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1973-04-15 01:19:24","20200516-984092-C45ABF","2005-12-26 07:11:16","1977-04-07 13:44:27"
"no","Treva","Agustus","Strosin","Redwick","58740 Deckow Shoal","Cole Passage","South Gloucestershire","LD8 2RH","8789621906","yes","20200429-711287-5E2F10","2005-09-29","a3340932b3e2487ca971f5e4c9e3cad4","be2327ad7a19480bb1e574bca3df7dab","+44(0)1982 914101","02563 374693","puqxyomlst@xk.dsl","YES, I KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1972-10-19 06:47:33","20200429-711287-5E2F10","2008-08-09 13:43:34","1997-09-27 01:04:05"
"no","Jeremey","Frami-Lubowitz","Bergstrom-Sauer","High Brooms","54517 Kulas Crest","Braun Greens","Kent","BT423JG","6467377169","no","20200503-552674-C2A5EB","2006-11-22","8512acab883348c3ae8b102cbca98bd0","1413695e7fcf4576a54297da22981b85","+44(0)8948 32500","(03182) 828819","eofmnphczi@qncezyxuto.wri","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2001-09-15 10:40:36","20200503-552674-C2A5EB","2010-07-10 22:43:17","1995-01-12 11:38:56"
"no","Pearlene","Dare","West","Segensworth","92627 Treutel Mission","Rippin Glen","Hampshire","TR152QE","7713869140","yes","20200430-259983-20E5FC","2005-07-10","4aabd5aa86f943bd9ab00d42834a97fb","09f098a4cef746cfacc6187f96d9d718","03385 156213","02876 187443","upqryj@tnxihfjg.vku","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1981-04-29 11:22:40","20200430-259983-20E5FC","2014-05-19 21:54:04","1983-01-29 11:55:58"
"yes","Neta","Lowe","Kerluke","Netherton","22486 Stan Greens Apt. 075","Cole Knoll","Northumberland","SN6 6WZ","3672559336","yes","20200515-801233-80D75E","2006-03-17","ff9adaef921340a0a55ee4c359a4fe7d","dd71b6db5f604bc59e9f24d8b3767adb","(03902) 46552","+44(0)2166664524","nra@pemtif.pwb","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1977-04-23 19:00:01","20200515-801233-80D75E","1998-09-16 20:28:00","1978-09-28 01:49:45"
"yes","Kyree","Bolden","Cassin-Deckow","Upper Cound","7623 Beatty Rapid","Barrows Circle","Shropshire","ST1 5HL","6732759206","yes","20200506-371910-F85AFE","2007-02-13","763731f768ab439d8e556fe77605a420","3afd19ef32944430908ac1ada4664448","(01674) 390458","+44(0)8867689621","mnph@oqnfhbxprc.uiw","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1979-03-03 13:32:35","20200506-371910-F85AFE","1974-07-06 14:58:50","1975-11-20 10:17:05"
"yes","Yancy","Flatley","Brown","Silksworth","66249 Rohan Gardens","Kirlin Causeway",NA,"HP5 3DJ","5499662848","yes","20200518-911916-7C8DC0","2005-09-26","3102637275634fa681f3a1c840170916","aa6e110d1f344724b2812ef2bdb463d9","03846921921","+44(0)7349396873","qyubtxnrg@e.lky","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1978-03-25 19:48:24","20200518-911916-7C8DC0","1972-12-20 05:07:19","2008-04-07 12:48:40"
"no","Saundra","Davian","Yost","Beesands","3518 Deana Meadows Apt. 806","Elias Key","Devon","WR142PP","5816658658","no","20200510-276089-8DFBDE","2006-07-22","94941dd1e0ff4bf5b90c415766159c5e","ec4917aa377945b393b4993bdc41b689","0309953714","0480828951","cblnerwvs@rds.enl","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2000-03-10 01:46:52","20200510-276089-8DFBDE","2018-11-01 00:49:07","1990-04-13 21:09:44"
"yes","Karl","Wehner-Becker","Bauch","Owler Barrow","774 Roman Fords","Jaquan Plains",NA,"E1  8DT","7948142755","no","20200426-894812-31A2B9","2005-10-07","5b3477233b574141bcbc8c1441586c1a","f3bfd206e5bc46dab5b7caf7673b39fc","(08499) 34499","+44(0)5283 243687","rc@pqt.lws","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1991-09-02 02:51:00","20200426-894812-31A2B9","2019-09-27 23:34:13","1992-01-22 09:52:52"
"yes","Marnie","Bailey","Harris","Ashurst","88947 Kamron River","Stoltenberg Crescent","Hampshire","TS7 9ER","1963546237","no","20200520-480077-FCA403","2006-10-28","d47b10319f2a41c88aa4f20acf2fc5ef","986ea86024b84dc588ea4c57d0017d06","(08685) 45015","07136695800","fndphir@hq.wsq","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1986-08-08 04:03:27","20200520-480077-FCA403","1982-01-16 22:05:50","1973-03-01 04:45:05"
"no","Jamaal","D'Amore","Beahan","Calton","197 Zulauf Mill Apt. 574","Alana Ridge","Staffordshire","DL148SZ","2588803994","no","20200430-841169-27B4D8","2006-04-27","741d950537dc44cfa8703bed3422f963","aaeb82b893754121a12db731239526dd","0027930430","+44(0)2909 09013","wnkbjz@kzlfi.asf","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1975-02-15 23:29:32","20200430-841169-27B4D8","1986-01-01 13:38:41","2000-12-25 01:43:33"
"no","Mildred","Rosenbaum","Dare","Bankside","3481 Crooks Bypass Suite 664","Alec Corner","Falkirk","HP100BP","3602048359","yes","20200518-610880-A05299","2006-07-27","4505674f15b44010a2f694eddbbd99d1","d1af02eccb1d4ed4a1f6bb76799ba868","(06283) 125049","+44(0)2924863232","qofguikxbc@gzhmsnibx.emb","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1978-10-23 21:13:43","20200518-610880-A05299","1998-08-22 23:42:35","2008-09-11 05:25:20"
"no","Karissaon","Almus","","Bredbury","86541 Heller Rapids Apt. 890","Will Neck",NA,"E14 0BT","6484620907","no","20200515-961127-1B053D","2006-11-25","e70d505d4876416f992c7f85cd49c817","c8985dae5b9d40939915c612d357c5e9","+44(0)3469 44392","06805 95755","p@j.mnu","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1995-05-23 10:20:37","20200515-961127-1B053D","1988-05-06 22:44:57","1990-07-16 22:26:15"
"no","Maud","Gleichner","Upton","Bohortha","5910 Adelard Garden Suite 706","Margeret Views","Cornwall","AB301ZG","5514421364","yes","20200510-968177-00518E","2005-06-27","ffddcc2c93e84e66a4c2e8177474070c","ce1ea4b14b1b43ceb0274618648731ca","+44(0)914753446","+44(0)593995855","khnlcgm@sobidh.irp","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1974-03-03 05:20:36","20200510-968177-00518E","2001-07-24 00:19:37","2018-11-03 10:13:16"
"yes","Regena","Krajcik","Schiller","Broughton","0568 Price Roads","Klocko Divide","North Yorkshire","OX156YU","5386984787","no","20200430-892852-848A00","2005-08-12","19603023729a4d9b89b2a776268bff92","24744793356847aba34edce059daf10a","0305864027","(06445) 868751","yhpjdmt@cyz.rlx","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2014-12-21 04:26:52","20200430-892852-848A00","2016-04-06 15:23:22","2005-08-10 18:23:10"
"no","Cruz","Prohaska","DonnellyI","Stobo","042 Connelly Cliff Apt. 061","Mitchell Lane","Scottish Borders","UB3 9PE","5612696299","no","20200426-660954-C8F854","2006-10-21","781188064d50441499bd140038ec89f9","63a30bbc46b7438da11155e673658c54","+44(0)7958 402613","0016003744","zucsho@edjnfrpzy.usg","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2010-03-05 13:51:27","20200426-660954-C8F854","2012-10-30 11:44:52","2010-10-02 22:14:17"
"yes","Rosey","Hayes","Hilpert","Garforth","031 Harber Parkway","Jast Station",NA,"CO5 8NL","3907412932","yes","20200508-914943-37DE69","2005-09-22","d6df01d092cf408bbb9ce10df3981e49","4cf1fe2540874d958ee896d66beca4ad","(09192) 40005","01930 142695","xksb@nclrh.mgz","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1971-12-12 19:45:01","20200508-914943-37DE69","1980-12-08 00:28:16","1991-01-17 13:32:49"
"no","Bennie","Boone","Davis","Pound Bank","209 Tab Port Apt. 450","Celine Meadow","Worcestershire","WS107YW","6297934343","yes","20200502-760279-40E983","2005-10-11","ec5c6a4acb8845bfb87ea4e1c94eaecb","599d38c920ce42c88a95925195444135","0220413196","(06997) 55880","f@cludv.tai","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1970-09-01 04:25:35","20200502-760279-40E983","2019-07-27 16:22:42","1971-02-26 16:12:01"
"yes","Gil","Leffler","Koelpin","Stoven","42917 Kilback Trail","Morar Branch","Suffolk","DY138YR","6760284063","yes","20200515-647872-F135A0","2006-08-02","a05cf6cd86b1444fb6114bd12c371536","9997f5b0581b459c98acb0fd5928570d","+44(0)1047 68009","+44(0)8994 31801","cusrf@bqi.zep","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1998-03-17 19:10:11","20200515-647872-F135A0","1999-04-25 12:25:08","1976-06-05 08:04:24"
"no","Frankie","Champlin","Dickens","Lightmoor","2468 Errol Park Suite 840","Kling Lodge","Telford and Wrekin","PO2 9PA","7830639101","no","20200430-325127-1B3CE1","2005-10-13","1bc410c6dbf545a4ab10322ac3ba358d","80894229fd8947529f438e226b76062a","(04229) 66526","0364916986","mjczxgpsnu@yfpakxgsr.znc","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1997-01-03 04:04:31","20200430-325127-1B3CE1","1975-02-25 20:51:52","1984-03-06 04:46:53"
"no","Cynthaandervort","Morissette","","Little Dunham","09866 Reynolds View Apt. 151","Avis Groves","Norfolk","IP286AP","6092295985","yes","20200519-591555-069656","2006-10-24","be01925f046a4387ad0858d6aff647b7","cccf264671fd4412b1553b41aeb0fde0","07387665026","+44(0)738827489","hueawyc@yfzv.arq","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1979-05-09 16:32:38","20200519-591555-069656","1992-02-13 07:52:16","1976-01-09 19:05:55"
"no","Della","Steuber","Armstrong","Little Waldingfield","257 Carlie Circles Apt. 775","Aydan Circles","Suffolk","M27 5RH","4928342432","yes","20200508-856711-1EE4B4","2005-08-07","ab67b1f6081f4f3f80b05f1c2f2904c4","e116cc2a19da400ab2b2fa6c18640211","+44(0)7618251857","07253 42890","edj@w.iak","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1974-11-28 16:09:27","20200508-856711-1EE4B4","2006-07-26 00:11:51","1988-03-01 05:51:27"
"yes","Destry","Jast-Paucek","Kassulke","Streetly End","381 Schiller Canyon Apt. 289","Schoen Avenue","Cambridgeshire","EC1P1UH","6741054000","yes","20200510-864080-DBF0B3","2005-09-01","982785823c26452fa11f29f05c7e6e51","421ec32090df47549d1822dad8e9179b","+44(0)330096391","+44(0)1290 01400","qnwlp@ybsqoxjp.vgb","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1979-10-19 11:06:46","20200510-864080-DBF0B3","2004-02-26 06:12:23","2008-08-17 17:36:10"
"no","Carolyne","Reichert","Prosacco-Bartoletti","East Coldrain","49839 Katerina Lake","Veum Motorway","Perth and Kinross","WD196QX","9137630449","yes","20200519-146871-5DADE2","2005-08-30","427492450c9449cf9b75fe714b61b0fd","1135c56f9b92419cb8347c5b9fece2e2","06254130843","+44(0)1443 502252","zlkphmnqb@tgmjvy.low","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2012-01-25 00:16:50","20200519-146871-5DADE2","2019-04-05 21:18:19","2004-11-05 05:58:40"
"no","Helaine","Beier","Gutkowski","Tunstall","104 Hintz Mount","Tariq Cape",NA,"HA8 0JN","8125854257","yes","20200422-449022-7E9123","2006-06-22","62d58ac86ff141bbb67af8d763cca27a","34e617fa964949fba8c7270bcdb51aff","00740717737","(01266) 54368","gjpa@bfzno.sub","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2008-07-04 04:44:41","20200422-449022-7E9123","2009-03-03 12:27:10","1979-02-06 04:08:28"
"yes","Isadore","Kertzmann-Braun","Conroy","Greenside","159 Lindgren Course","Abshire Harbor","Cumbria","NN6 9RU","5303603401","yes","20200511-213299-5F6F04","2005-09-22","97de7b4b73aa44e281f0446dd6efdc8e","4ecc42ce69614a1485534592a6038ecb","04429661984","(00625) 627348","auxigtojlv@wpba.owb","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2001-02-25 10:12:02","20200511-213299-5F6F04","2014-05-18 22:15:31","1999-02-13 01:22:01"
"no","Eugenio","Greenfelder","HyattII","Bagslate Moor","56748 Kshlerin Trail","Anice Plaza",NA,"SK121JS","1263145148","yes","20200427-968795-C3E832","2005-06-16","8e4b80af7643492c82591bfc5bd08cb0","ae35ec23ec2c4252819d40b2118e3c0c","(03143) 49828","+44(0)127033330","elm@ijws.vxn","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1976-05-03 01:18:06","20200427-968795-C3E832","2004-04-04 12:35:02","2007-09-15 20:21:05"
"no","Annalise","Bergnaum-Eichmann","Marks","Halford","6868 Olson Forge","Nikia Lake","Shropshire","SR7 7XF","4989322206","yes","20200521-125726-6B3B91","2007-03-19","def5e28f3d114128911481d8c5ed1837","140d2e39057b4957aef56ffd5dc43482","+44(0)779170495","05561 57032","cbmgydizt@abe.ogl","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1978-11-02 02:32:29","20200521-125726-6B3B91","2008-09-23 13:21:15","2008-02-09 16:57:14"
